
Constituents list of S&P CNX 500

Company Name,Industry,Symbol,Series,ISIN Code
Aksh Optifibre Ltd.,CABLES - TELECOM,AKSHOPTFBR,EQ,INE523B01011
Alembic Ltd.,PHARMACEUTICALS,ALEMBICLTD,EQ,INE426A01027
Alfa Laval (India) Ltd.,ENGINEERING,ALFALAVAL,EQ,INE427A01017
Allahabad Bank,BANKS,ALBK,EQ,INE428A01015
Allcargo Global Logistics Ltd.,TRAVEL AND TRANSPORT,ALLCARGO,EQ,INE418H01029
Alok Industries Ltd.,TEXTILES - SYNTHETIC,ALOKTEXT,EQ,INE270A01011
Alstom Projects India Ltd.,POWER,APIL,EQ,INE878A01011
Amara Raja Batteries Ltd.,AUTO ANCILLARIES,AMARAJABAT,EQ,INE885A01024
Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,AMBUJACEM,EQ,INE079A01024
Amtek Auto Ltd.,AUTO ANCILLARIES,AMTEKAUTO,EQ,INE130C01021
Amtek India Ltd.,AUTO ANCILLARIES,AMTEKINDIA,EQ,INE068D01021
Anant Raj Industries Ltd.,CONSTRUCTION,ANANTRAJ,EQ,INE242C01024
Andhra Bank,BANKS,ANDHRABANK,EQ,INE434A01013
Andhra Sugars Ltd.,DIVERSIFIED,ANDHRSUGAR,EQ,INE715B01013
Ansal Properties & Infrastructure Ltd.,CONSTRUCTION,ANSALINFRA,EQ,INE436A01026
Apollo Hospitals Enterprises Ltd.,MISCELLANEOUS,APOLLOHOSP,EQ,INE437A01016
Apollo Tyres Ltd.,TYRES,APOLLOTYRE,EQ,INE438A01022
Aptech Ltd.,COMPUTERS - SOFTWARE,APTECHT,EQ,INE266F01018
Areva T&D India Ltd.,ELECTRICAL EQUIPMENT,AREVAT&D,EQ,INE200A01026
Arvind Ltd.,TEXTILE PRODUCTS,ARVIND,EQ,INE034A01011
Asahi India Glass Ltd.,AUTO ANCILLARIES,ASAHIINDIA,EQ,INE439A01020
Ashok Leyland Ltd.,AUTOMOBILES - 4 WHEELERS,ASHOKLEY,EQ,INE208A01029
Asian Electronics Ltd.,ELECTRONICS - INDUSTRIAL,ASIANELEC,EQ,INE441A01026
Asian Hotels Ltd.,HOTELS,ASIANHOTEL,EQ,INE363A01014
Asian Paints Ltd.,PAINTS,ASIANPAINT,EQ,INE021A01018
AstraZenca Pharma India Ltd.,PHARMACEUTICALS,ASTRAZEN,EQ,INE203A01020
Atul Ltd.,DYES AND PIGMENTS,ATUL,EQ,INE100A01010
Aurobindo Pharma Ltd.,PHARMACEUTICALS,AUROPHARMA,EQ,INE406A01029
Automotive Axles Ltd.,AUTO ANCILLARIES,AUTOAXLES,EQ,INE449A01011
Avaya GlobalConnect Ltd.,TELECOMMUNICATION - EQUIPMENT,AVAYAGCL,EQ,INE676A01019
Aventis Pharma Ltd.,PHARMACEUTICALS,AVENTIS,EQ,INE058A01010
Axis Bank Ltd.,BANKS,AXISBANK,EQ,INE238A01026
B L Kashyap & Sons Ltd.,CONSTRUCTION,BLKASHYAP,EQ,INE350H01024
BASF India Ltd.,CHEMICALS - SPECIALITY,BASF,EQ,INE373A01013
BEML Ltd.,ENGINEERING,BEML,EQ,INE258A01016
BOC India Ltd.,GAS,BOC,EQ,INE473A01011
BPL Ltd.,CONSUMER DURABLES,BPL,BE,INE110A01019
Bajaj Auto Finance Ltd.,FINANCE,BAJAUTOFIN,EQ,INE296A01016
Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,BAJAJ-AUTO,EQ,INE917I01010
Bajaj Finserv Ltd.,FINANCE,BAJAJFINSV,EQ,INE918I01018
Bajaj Hindusthan Ltd.,SUGAR,BAJAJHIND,EQ,INE306A01021
Bajaj Holdings & Investment Ltd.,FINANCE,BAJAJHLDNG,EQ,INE118A01012
Balaji Telefilms Ltd.,MEDIA & ENTERTAINMENT,BALAJITELE,EQ,INE794B01026
Ballarpur Industries Ltd.,PAPER AND PAPER PRODUCTS,BALLARPUR,EQ,INE294A01037
Balmer Lawrie & Co. Ltd.,DIVERSIFIED,BALMLAWRIE,EQ,INE164A01016
Balrampur Chini Mills Ltd.,SUGAR,BALRAMCHIN,EQ,INE119A01028
Bank of Baroda,BANKS,BANKBARODA,EQ,INE028A01013
Bank of India,BANKS,BANKINDIA,EQ,INE084A01016
Bannari Amman Sugars Ltd.,SUGAR,BANARISUG,EQ,INE459A01010
Bata India Ltd.,LEATHER AND LEATHER PRODUCTS,BATAINDIA,EQ,INE176A01010
Berger Paints India Ltd.,PAINTS,BERGEPAINT,EQ,INE463A01020
Bhansali Engineering Polymers Ltd.,PETROCHEMICALS,BEPL,BE,INE922A01025
Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,BEL,EQ,INE263A01016
Bharat Forge Ltd.,CASTINGS/FORGINGS,BHARATFORG,EQ,INE465A01025
Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,BHEL,EQ,INE257A01018
Bharat Petroleum Corporation Ltd.,REFINERIES,BPCL,EQ,INE029A01011
Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,BHARTIARTL,EQ,INE397D01024
Bhushan Steel Ltd.,STEEL AND STEEL PRODUCTS,BHUSANSTL,EQ,INE824B01013
Biocon Ltd.,PHARMACEUTICALS,BIOCON,EQ,INE376G01013
Birla Corporation Ltd.,CEMENT AND CEMENT PRODUCTS,BIRLACORPN,EQ,INE340A01012
Blue Dart Express Ltd.,TRAVEL AND TRANSPORT,BLUEDART,EQ,INE233B01017
Blue Star Ltd.,AIRCONDITIONERS,BLUESTARCO,EQ,INE472A01039
Bombay Dyeing & Manufacturing Co. Ltd.,TEXTILES - SYNTHETIC,BOMDYEING,EQ,INE032A01015
Bombay Rayon Fashions Ltd.,TEXTILE PRODUCTS,BRFL,EQ,INE589G01011
Bosch Ltd.,AUTO ANCILLARIES,BOSCHLTD,EQ,INE323A01026
Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,BRITANNIA,EQ,INE216A01014
CESC Ltd.,POWER,CESC,EQ,INE486A01013
CMC Ltd.,COMPUTERS - HARDWARE,CMC,EQ,INE314A01017
CRISIL Ltd.,FINANCE,CRISIL,EQ,INE007A01017
Cadila Healthcare Ltd.,PHARMACEUTICALS,CADILAHC,EQ,INE010B01019
Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,CAIRN,EQ,INE910H01017
Can Fin Homes Ltd.,FINANCE - HOUSING,CANFINHOME,EQ,INE477A01012
Canara Bank,BANKS,CANBK,EQ,INE476A01014
Carborundum Universal Ltd.,ABRASIVES,CARBORUNIV,EQ,INE120A01026
Carol Info Services Ltd.,FOOD AND FOOD PROCESSING,CAROLINFO,EQ,INE198A01014
Castrol (India) Ltd.,PETROCHEMICALS,CASTROL,EQ,INE172A01019
Century Enka Ltd.,TEXTILES - SYNTHETIC,CENTENKA,EQ,INE485A01015
Century Plyboards (India) Ltd.,CONSTRUCTION,CENTURYPLY,EQ,INE348B01021
Century Textile & Industries Ltd.,DIVERSIFIED,CENTURYTEX,EQ,INE055A01016
Chambal Fertilizers & Chemicals Ltd.,FERTILISERS,CHAMBLFERT,EQ,INE085A01013
Chemplast Sanmar Ltd.,PETROCHEMICALS,CHEMPLAST,EQ,INE488A01027
Chennai Petroleum Corporation Ltd.,REFINERIES,CHENNPETRO,EQ,INE178A01016
Cholamandalam DBS Finance Ltd.,FINANCE,CHOLADBS,EQ,INE121A01016
Cipla Ltd.,PHARMACEUTICALS,CIPLA,EQ,INE059A01026
City Union Bank Ltd.,BANKS,CUB,EQ,INE491A01021
Clariant Chemicals (India) Ltd.,DYES AND PIGMENTS,CLNINDIA,EQ,INE492A01029
Colgate Palmolive (India) Ltd.,PERSONAL CARE,COLPAL,EQ,INE259A01022
Consolidated Finvest & Holdings Ltd.,FINANCE,CONSOFINVT,EQ,INE025A01027
Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,CONCOR,EQ,INE111A01017
Coromandel International Ltd.,FERTILISERS,COROMANDEL,EQ,INE169A01023
Corporation Bank,BANKS,CORPBANK,EQ,INE112A01015
Cosmo Films Ltd.,PACKAGING,COSMOFILMS,EQ,INE757A01017
Crompton Greaves Ltd.,ELECTRICAL EQUIPMENT,CROMPGREAV,EQ,INE067A01029
Cummins India Ltd.,DIESEL ENGINES,CUMMINSIND,EQ,INE298A01020
D.S. Kulkarni Developers Ltd.,CONSTRUCTION,DSKULKARNI,EQ,INE891A01014
DCM Shriram Consolidated Ltd.,DIVERSIFIED,DCMSRMCONS,EQ,INE499A01024
DCW Ltd.,PETROCHEMICALS,DCW,EQ,INE500A01029
DLF Ltd.,CONSTRUCTION,DLF,EQ,INE271C01023
Dabur India Ltd.,PERSONAL CARE,DABUR,EQ,INE016A01026
Dalmia Cement (Bharat) Ltd.,CEMENT AND CEMENT PRODUCTS,DALMIACEM,EQ,INE495A01022
Deccan Chronicle Holdings Ltd.,PRINTING AND PUBLISHING,DCHL,EQ,INE137G01027
Deepak Fertilisers & Petrochemicals Corp. Ltd.,FERTILISERS,DEEPAKFERT,EQ,INE501A01019
Dena Bank,BANKS,DENABANK,EQ,INE077A01010
Dhampur Sugar Mills Ltd.,SUGAR,DHAMPURSUG,EQ,INE041A01016
Dishman Pharmaceuticals & Chemicals Ltd.,PHARMACEUTICALS,DISHMAN,EQ,INE353G01020
Divi's Laboratories Ltd.,PHARMACEUTICALS,DIVISLAB,EQ,INE361B01024
Donear Industries Ltd.,TEXTILES - SYNTHETIC,DONEAR,BE,INE668D01028
Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,DRREDDY,EQ,INE089A01023
Dredging Corporation of India Ltd.,MISCELLANEOUS,DREDGECORP,EQ,INE506A01018
Dwarikesh Sugar Industrial Ltd.,SUGAR,DWARKESH,EQ,INE366A01033
Dynamatic Technologies Ltd.,COMPRESSORS / PUMPS,DYNAMATECH,EQ,INE221B01012
E.I.D. Parry (India) Ltd.,DIVERSIFIED,EIDPARRY,EQ,INE126A01023
EIH Ltd.,HOTELS,EIHOTEL,EQ,INE230A01023
ESAB India Ltd.,ELECTRODES,ESABINDIA,EQ,INE284A01012
Edelweiss Capital Ltd.,FINANCE,EDELWEISS,EQ,INE532F01047
Educomp Solutions Ltd.,COMPUTERS - SOFTWARE,EDUCOMP,EQ,INE216H01027
Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,EICHERMOT,EQ,INE066A01013
Elder Pharmaceuticals Ltd.,PHARMACEUTICALS,ELDERPHARM,EQ,INE975A01015
Electrosteel Castings Ltd.,CASTINGS/FORGINGS,ELECTCAST,EQ,INE086A01029
Elgi Equipments Ltd.,COMPRESSORS / PUMPS,ELGIEQUIP,EQ,INE285A01027
Engineers India Ltd.,ENGINEERING,ENGINERSIN,EQ,INE510A01010
Entertainment Network India Ltd.,MEDIA & ENTERTAINMENT,ENIL,EQ,INE265F01028
Era Infra Engineering Ltd.,CONSTRUCTION,ERAINFRA,EQ,INE039E01020
Escorts Ltd.,AUTOMOBILES - 4 WHEELERS,ESCORTS,EQ,INE042A01014
Essar Oil Ltd.,REFINERIES,ESSAROIL,EQ,INE011A01019
Essar Shipping Ports & Logistics Ltd.,SHIPPING,ESSARSHIP,EQ,INE282A01016
Essel Propack Ltd.,PACKAGING,ESSELPACK,EQ,INE255A01020
Everest Industries Ltd.,CEMENT AND CEMENT PRODUCTS,EVERESTIND,EQ,INE295A01018
Everest Kanto Cylinder Ltd.,GAS,EKC,EQ,INE184H01027
Exide Industries Ltd.,AUTO ANCILLARIES,EXIDEIND,EQ,INE302A01020
FDC Ltd.,PHARMACEUTICALS,FDC,EQ,INE258B01022
Fag Bearings India Ltd.,BEARINGS,FAGBEARING,EQ,INE513A01014
Federal Bank Ltd.,BANKS,FEDERALBNK,EQ,INE171A01011
Federal-Mogul Goetze (India) Ltd.,AUTO ANCILLARIES,FMGOETZE,EQ,INE529A01010
Financial Technologies (India) Ltd.,COMPUTERS - SOFTWARE,FINANTECH,EQ,INE111B01023
Finolex Cables Ltd.,MISCELLANEOUS,FINCABLES,EQ,INE235A01022
Finolex Industries Ltd.,PETROCHEMICALS,FINPIPE,EQ,INE183A01016
First Leasing Co. of India Ltd.,FINANCE,FIRSTLEASE,EQ,INE492B01019
Firstsource Solutions Ltd.,COMPUTERS - SOFTWARE,FSL,EQ,INE684F01012
Fortis Healthcare Ltd.,MISCELLANEOUS,FORTIS,EQ,INE061F01013
Fresenius Kabi Oncology Ltd.,PHARMACEUTICALS,FKONCO,EQ,INE575G01010
Future Capital Holdings Ltd.,FINANCE,FCH,EQ,INE688I01017
GAIL (India) Ltd.,GAS,GAIL,EQ,INE129A01019
GHCL Ltd.,CHEMICALS - INORGANIC,GHCL,EQ,INE539A01019
GMR Infrastructure Ltd.,CONSTRUCTION,GMRINFRA,EQ,INE776C01039
GTL Infrastructure Ltd.,TELECOMMUNICATION - EQUIPMENT,GTLINFRA,EQ,INE221H01019
GTL Ltd.,TELECOMMUNICATION - SERVICES,GTL,EQ,INE043A01012
GVK Power & Infrastructures Ltd.,POWER,GVKPIL,EQ,INE251H01024
Gammon India Ltd.,CONSTRUCTION,GAMMONIND,EQ,INE259B01020
Garden Silk Mills Ltd.,TEXTILES - SYNTHETIC,GARDENSILK,EQ,INE526A01016
Gateway Distriparks Ltd.,TRAVEL AND TRANSPORT,GDL,EQ,INE852F01015
Geojit BNP Paribas Financial Services Ltd.,FINANCE,GEOJITBNPP,EQ,INE007B01023
Geometric Ltd.,COMPUTERS - SOFTWARE,GEOMETRIC,EQ,INE797A01021
Gillette India Ltd.,PERSONAL CARE,GILLETTE,EQ,INE322A01010
Gitanjali Gems Ltd.,GEMS JEWELLERY AND WATCHES,GITANJALI,EQ,INE346H01014
GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,GSKCONS,EQ,INE264A01014
Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS,GLAXO,EQ,INE159A01016
Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS,GLENMARK,EQ,INE935A01035
Godfrey Phillips India Ltd.,CIGARETTES,GODFRYPHLP,EQ,INE260B01010
Godrej Consumer Products Ltd.,PERSONAL CARE,GODREJCP,EQ,INE102D01028
Godrej Industries Ltd.,CHEMICALS - INORGANIC,GODREJIND,EQ,INE233A01035
Gokaldas Exports Ltd.,TEXTILE PRODUCTS,GOKEX,EQ,INE887G01027
Graphite India Ltd.,ELECTRODES,GRAPHITE,EQ,INE371A01025
Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,GRASIM,EQ,INE047A01013
Great Eastern Shipping Co. Ltd.,SHIPPING,GESHIP,EQ,INE017A01032
Great Offshore Ltd.,OIL EXPLORATION/PRODUCTION,GTOFFSHORE,EQ,INE892H01017
Greaves Cotton Ltd.,DIESEL ENGINES,GREAVESCOT,EQ,INE224A01018
Gujarat Alkalies & Chemicals Ltd.,CHEMICALS - INORGANIC,GUJALKALI,EQ,INE186A01019
Gujarat Ambuja Exports Ltd.,TRADING,GAEL,EQ,INE036B01022
Gujarat Fluorochemicals Ltd.,GAS,GUJFLUORO,EQ,INE538A01037
Gujarat Gas Co. Ltd.,GAS,GUJRATGAS,EQ,INE374A01029
Gujarat Industries Power Co. Ltd.,POWER,GIPCL,EQ,INE162A01010
Gujarat Mineral Development Corporation Ltd.,MINING,GMDCLTD,EQ,INE131A01031
Gujarat NRE Coke Ltd.,MINING,GUJNRECOKE,EQ,INE110D01013
Gujarat Narmada Valley Fertilisers Co. Ltd.,FERTILISERS,GNFC,EQ,INE113A01013
Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS,GSFC,EQ,INE026A01017
Gujarat State Petronet Ltd.,GAS,GSPL,EQ,INE246F01010
H.E.G. Ltd.,ELECTRODES,HEG,EQ,INE545A01016
HCL Infosystems Ltd.,COMPUTERS - HARDWARE,HCL-INSYS,EQ,INE236A01020
HCL Technologies Ltd.,COMPUTERS - SOFTWARE,HCLTECH,EQ,INE860A01027
HDFC Bank Ltd.,BANKS,HDFCBANK,EQ,INE040A01018
HMT Ltd.,AUTOMOBILES - 4 WHEELERS,HMT,EQ,INE262A01018
HSBC InvestDirect (India) Ltd.,FINANCE,HINVDIR,EQ,INE800B01013
HSIL Ltd.,CONSTRUCTION,HSIL,EQ,INE415A01038
HT Media Ltd.,PRINTING AND PUBLISHING,HTMEDIA,EQ,INE501G01024
Harrisons Malayalam Ltd.,TEA AND COFFEE,HARRMALAYA,EQ,INE544A01019
Havell's India Ltd.,ELECTRICAL EQUIPMENT,HAVELLS,EQ,INE176B01026
Heritage Foods (India) Ltd.,FOOD AND FOOD PROCESSING,HERITGFOOD,EQ,INE978A01019
Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,HEROHONDA,EQ,INE158A01026
Hexaware Technologies Ltd.,COMPUTERS - SOFTWARE,HEXAWARE,EQ,INE093A01033
Hikal Ltd.,PESTICIDES AND AGROCHEMICALS,HIKAL,EQ,INE475B01014
Himachal Futuristic Communications Ltd.,TELECOMMUNICATION - EQUIPMENT,HIMACHLFUT,EQ,INE548A01010
Himatsingka Seide Ltd.,TEXTILE PRODUCTS,HIMATSEIDE,EQ,INE049A01027
Hindalco Industries Ltd.,ALUMINIUM,HINDALCO,EQ,INE038A01020
Hindustan Construction Co. Ltd.,CONSTRUCTION,HCC,EQ,INE549A01026
Hindustan Motors Ltd.,AUTOMOBILES - 4 WHEELERS,HINDMOTOR,BE,INE253A01017
Hindustan Oil Exploration Co. Ltd.,OIL EXPLORATION/PRODUCTION,HINDOILEXP,EQ,INE345A01011
Hindustan Petroleum Corporation Ltd.,REFINERIES,HINDPETRO,EQ,INE094A01015
Hindustan Unilever Ltd.,DIVERSIFIED,HINDUNILVR,EQ,INE030A01027
Hindustan Zinc Ltd.,METALS,HINDZINC,EQ,INE267A01017
Honeywell Automation India Ltd.,ELECTRONICS - INDUSTRIAL,HONAUT,EQ,INE671A01010
Hotel Leelaventure Ltd.,HOTELS,HOTELEELA,EQ,INE102A01024
House of Pearl Fashions Ltd.,TEXTILE PRODUCTS,HOPFL,EQ,INE940H01014
