event_date,scrip_name,action
2017-03-31,Tata Elxsi Ltd.,out
2017-05-26,Aditya Birla Nuvo Ltd.,out
2017-05-26,Future Retail Ltd.,in
2017-05-26,Grasim Industries Ltd.,out
2017-05-26,Mahanagar Gas Ltd.,in
2017-05-26,PNB Housing Finance Ltd.,in
2017-05-26,Tube Investments of India Ltd.-Old,out
2017-06-23,IIFL Holdings Ltd.,out
2017-06-23,KRBL Ltd.,in
2017-09-05,Max Financial Services Ltd.,in
2017-09-05,Reliance Capital Ltd.,out
2017-09-29,Adani Transmission Ltd.,in
2017-09-29,Avenue Supermarts Ltd.,in
2017-09-29,Bajaj Corp Ltd.,out
2017-09-29,Cyient Ltd.,out
2017-09-29,Finolex Cables Ltd.,in
2017-09-29,Great Eastern Shipping Co. Ltd.,out
2017-09-29,Hindustan Copper Ltd.,out
2017-09-29,Honeywell Automation India Ltd.,out
2017-09-29,JM Financial Ltd.,in
2017-09-29,Jagran Prakashan Ltd.,out
2017-09-29,Relaxo Footwears Ltd.,out
2017-09-29,Sundram Fasteners Ltd.,in
2017-09-29,V-Guard Industries Ltd.,in
2017-09-29,Varun Beverages Ltd.,in
2017-09-29,Vijaya Bank,in
2017-09-29,eClerx Services Ltd.,out
2017-10-30,Future Retail Ltd.,out
2017-10-30,Housing & Urban Development Corporation Ltd.,in
2017-11-13,AU Small Finance Bank Ltd.,in
2017-11-13,Sundaram Finance Ltd.,out
2018-02-05,CESC Ltd.,out
2018-02-05,Fortis Healthcare Ltd.,out
2018-02-05,Hatsun Agro Product Ltd.,in
2018-02-05,Reliance Capital Ltd.,in
2018-02-05,Strides Shasun Ltd.,out
2018-02-05,TI Financial Holdings Ltd.,in
2018-04-02,Adani Enterprises Ltd.,out
2018-04-02,Aditya Birla Capital Ltd.,in
2018-04-02,Avanti Feeds Ltd.,in
2018-04-02,D.B.Corp Ltd.,out
2018-04-02,Dalmia Bharat Ltd.,out
2018-04-02,Dilip Buildcon Ltd.,in
2018-04-02,Dr. Lal Path Labs Ltd.,out
2018-04-02,Future Consumer Ltd.,in
2018-04-02,General Insurance Corporation of India,in
2018-04-02,Godrej Agrovet Ltd.,in
2018-04-02,Grasim Industries Ltd.,in
2018-04-02,Gujarat Pipavav Port Ltd.,out
2018-04-02,Honeywell Automation India Ltd.,in
2018-04-02,ICICI Lombard General Insurance Company Ltd.,in
2018-04-02,IIFL Holdings Ltd.,in
2018-04-02,Indiabulls Real Estate Ltd.,in
2018-04-02,Indiabulls Ventures Ltd.,in
2018-04-02,Indian Overseas Bank,out
2018-04-02,Ipca Laboratories Ltd.,out
2018-04-02,Jyothy Laboratories Ltd.,out
2018-04-02,Narayana Hrudayalaya Ltd.,out
2018-04-02,Reliance Communications Ltd.,out
2018-04-02,SBI Life Insurance Company Ltd.,in
2018-04-02,Sterlite Technologies Ltd.,in
2018-04-02,Syndicate Bank,out
2018-04-02,Vardhman Textiles Ltd.,out
2018-04-02,Vijaya Bank,out
2018-04-02,Welspun India Ltd.,out
2018-06-29,Arvind Ltd.,out
2018-06-29,Future Retail Ltd.,in
2018-06-29,KIOCL Ltd.,in
2018-06-29,Tata Communications Ltd.,out
2018-09-28,Akzo Nobel India Ltd.,out
2018-09-28,Astral Poly Technik Ltd.,in
2018-09-28,Bandhan Bank Ltd.,in
2018-09-28,Escorts Ltd.,in
2018-09-28,Graphite India Ltd.,in
2018-09-28,Gujarat Fluorochemicals Ltd.,out
2018-09-28,H.E.G. Ltd.,in
2018-09-28,HDFC Standard Life Insurance Company Ltd.,in
2018-09-28,Hindustan Aeronautics Ltd.,in
2018-09-28,ICICI Securities Ltd.,in
2018-09-28,IDFC Ltd.,out
2018-09-28,IRB Infrastructure Developers Ltd.,out
2018-09-28,Indiabulls Real Estate Ltd.,out
2018-09-28,Kajaria Ceramics Ltd.,out
2018-09-28,Karur Vysya Bank Ltd.,out
2018-09-28,Reliance Nippon Life Asset Management Ltd.,in
2018-09-28,Schaeffler India Ltd.,out
2018-09-28,Sundaram Finance Ltd.,in
2018-09-28,Suzlon Energy Ltd.,out
2018-09-28,TTK Prestige Ltd.,out
2018-09-28,The New India Assurance Company Ltd.,in
2018-09-28,Wockhardt Ltd.,out
2018-12-28,Aarti Industries Ltd.,in
2018-12-28,Bharat Financial Inclusion Ltd.,out
2018-12-28,Bombay Burmah Trading Corporation Ltd.,in
2018-12-28,Century Textile & Industries Ltd.,out
2018-12-28,IIFL Holdings Ltd.,out
2018-12-28,Varroc Engineering Ltd.,in
2019-03-29,Aarti Industries Ltd.,out
2019-03-29,Atul Ltd.,in
2019-03-29,Avanti Feeds Ltd.,out
2019-03-29,Eris Lifesciences Ltd.,in
2019-03-29,GE T&D India Ltd.,out
2019-03-29,Gujarat Fluorochemicals Ltd.,in
2019-03-29,HDFC Asset Management Company Ltd.,in
2019-03-29,Ipca Laboratories Ltd.,in
2019-03-29,PC Jeweller Ltd.,out
2019-03-29,Relaxo Footwears Ltd.,in
2019-03-29,TV18 Broadcast Ltd.,out
2019-03-29,Vakrangee Ltd.,out
2019-06-28,Dalmia Bharat Ltd.,in
2019-06-28,Gujarat Fluorochemicals Ltd.,out
2019-09-27,ABB India Ltd.,out
2019-09-27,Aavas Financiers Ltd.,in
2019-09-27,Abbott India Ltd.,in
2019-09-27,Adani Gas Ltd.,in
2019-09-27,Allahabad Bank,in
2019-09-27,Bayer Cropscience Ltd.,in
2019-09-27,CESC Ltd.,in
2019-09-27,Corporation Bank,in
2019-09-27,Dewan Housing Finance Corporation Ltd.,out
2019-09-27,Dilip Buildcon Ltd.,out
2019-09-27,Dish TV India Ltd.,out
2019-09-27,Finolex Cables Ltd.,out
2019-09-27,Fortis Healthcare Ltd.,in
2019-09-27,GlaxoSmithkline Consumer Healthcare Ltd.,out
2019-09-27,Gruh Finance Ltd.,out
2019-09-27,Indian Overseas Bank,in
2019-09-27,JM Financial Ltd.,out
2019-09-27,KIOCL Ltd.,out
2019-09-27,Nestle India Ltd.,in
2019-09-27,Oriental Bank of Commerce,in
2019-09-27,Reliance Capital Ltd.,out
2019-09-27,Reliance Infrastructure Ltd.,out
2019-09-27,Reliance Power Ltd.,out
2019-09-27,Sun Pharma Advanced Research Company Ltd.,out
2019-09-27,TTK Prestige Ltd.,in
2019-09-27,Thomas Cook (India) Ltd.,out
2019-09-27,UCO Bank,in
2019-09-27,Vinati Organics Ltd.,in
2019-12-27,Aarti Industries Ltd.,in
2019-12-27,Allahabad Bank,out
2019-12-27,Corporation Bank,out
2019-12-27,Dr. Lal Path Labs Ltd.,in
2019-12-27,Oriental Bank of Commerce,out
2019-12-27,Polycab India Ltd.,in
2019-12-27,Schaeffler India Ltd.,in
2019-12-27,Tata Chemicals Ltd.,out
2020-03-19,Adani Green Energy Ltd.,in
2020-03-19,Yes Bank Ltd.,out
2020-06-26,ABB India Ltd.,in
2020-06-26,Akzo Nobel India Ltd.,in
2020-06-26,CreditAccess Grameen Ltd.,in
2020-06-26,Engineers India Ltd.,out
2020-06-26,Future Consumer Ltd.,out
2020-06-26,Graphite India Ltd.,out
2020-06-26,H.E.G. Ltd.,out
2020-06-26,IIFL Wealth Management Ltd.,in
2020-06-26,Indian Bank,out
2020-06-26,Indian Railway Catering And Tourism Corporation Ltd.,in
2020-06-26,J.K. Cement Ltd.,in
2020-06-26,KRBL Ltd.,out
2020-06-26,Mahindra CIE Automotive Ltd.,out
2020-06-26,Minda Industries Ltd.,in
2020-06-26,NBCC (India) Ltd.,out
2020-06-26,NIIT Technologies Ltd.,in
2020-06-26,Sterlite Technologies Ltd.,out
2020-06-26,Sumitomo Chemical India Ltd.,in
2020-06-26,Tata Communications Ltd.,in
2020-06-26,Tata Motors Ltd DVR,out
2020-06-26,Varroc Engineering Ltd.,out
2020-07-31,SBI Cards and Payment Services Ltd.,in
2020-07-31,Vedanta Ltd.,out
